method,retro_status,SMILES,JNK3,GSK3b,QED,SA,SA_norm,TPSA,TPSA_norm,LogP,LogP_norm,six_dim_mean,six_dim_min,six_dim_std,display_score,pass_6d_threshold,alert_count,alert_labels
GB-GA crossover,unsolved,COC1=CC=C(Nc2nccc(-c3cnc4ccccn34)n2)C1,0.5299999713897705,0.6700000166893005,0.8024178147315979,3.0693602561950684,0.7700710826449924,64.34,0.9895903372777227,3.0211000000000006,0.9999010693384052,0.7936633820119648,0.5299999713897705,0.1665160723869155,0.9360117661902044,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=NOC(CN2CCCCC2)=C(c2ccnc(NC3CCCCC3)n2)C1,0.5400000214576721,0.5099999904632568,0.8697155714035034,3.06827974319458,0.7701911396450467,62.64,0.996135486526273,3.8243000000000027,0.8598533373678239,0.7576492578105959,0.5099999904632568,0.17735973909454214,0.8929132810401187,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,ClC1=C(c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)SCC=N1,0.5600000023841858,0.8600000143051147,0.7857245206832886,3.0570430755615234,0.7714396582709419,65.44,0.983693524889382,3.3123000000000014,0.9785595652077794,0.8232362142901154,0.5600000023841858,0.1441103642397425,0.9768251785813968,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,ClC1=NNC=C(c2ccnc(-c3ccnc(Nc4ccccc4)n3)n2)C1,0.5099999904632568,0.8600000143051147,0.7364110946655273,3.0504024028778076,0.7721775107913547,87.98,0.6473076756480716,3.5637000000000008,0.9318226053689561,0.7429531485403803,0.5099999904632568,0.13764915102586317,0.882188230576771,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC3=CN=CC3)c2)[nH]1,0.8999999761581421,0.6200000047683716,0.605624794960022,3.0352210998535156,0.7738643222384982,65.96000000000001,0.9804592229545469,4.770000000000003,0.49847591783746475,0.729737373152841,0.49847591783746475,0.17064879645338904,0.8622152688587416,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,ClNc1nccc(C2=CC=C(Nc3nccc(-c4ccccc4)n3)C2)n1,0.5,0.699999988079071,0.6595548987388611,3.030764102935791,0.7743595441182455,75.62,0.8732382167988064,4.282400000000003,0.6938805147666604,0.7001721937502742,0.5,0.1134415399905187,0.8388280397512223,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COc1ccc(Nc2ncc3nc(NC4=CN=CC4)n(C4CCCC4)c3n2)cc1,0.7699999809265137,0.6200000047683716,0.6485886573791504,3.0289971828460693,0.774555868572659,89.25000000000001,0.6216907477471929,4.421400000000003,0.6382834087050869,0.6788531113498291,0.6200000047683716,0.06678302115487586,0.8581748106648529,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ncn(-c2ccc(Nc3nccc(NC4=COCC4)n3)cc2)n1,0.6899999976158142,0.6600000262260437,0.7407248020172119,3.0243027210235596,0.7750774754418267,89.78,0.610978471339088,2.7829200000000007,0.9895827006605468,0.7443939122167552,0.610978471339088,0.12176014071607322,0.9155114395468743,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CN(C)CC1=CC=C(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)C1,0.5199999809265137,0.7099999785423279,0.8100241422653198,3.023869752883911,0.7751255830128988,53.519999999999996,0.9769419942417559,3.3068000000000026,0.979300299698325,0.7952319964478569,0.5199999809265137,0.15839817877901716,0.9353921728479093,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,OC1CCC(C2=C(c3ccnc(NC4CCCC4)n3)CC=N2)CC1,0.5799999833106995,0.5899999737739563,0.8872121572494507,3.0231974124908447,0.7752002875010172,70.4,0.9416808249017043,3.5678000000000027,0.93086246373862,0.7841592817459081,0.5799999833106995,0.15078344012860664,0.9430809327262573,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ncn(C2=C(Nc3nccc(-c4ccc(F)cc4)n3)C=CC2)n1,0.5299999713897705,0.7200000286102295,0.7915888428688049,3.018941879272461,0.7756731245252821,68.52000000000001,0.9604743518934165,3.4232200000000015,0.9609783770285608,0.7897857827193441,0.5299999713897705,0.1477625512914553,0.9340095190071297,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ccc(-c2ccnc(NC3=CC=C(n4cnc(C)n4)C3)n2)cc1,0.550000011920929,0.6100000143051147,0.791499137878418,3.014456033706665,0.7761715518103706,68.52000000000001,0.9604743518934165,3.5925400000000014,0.924943121446073,0.768848031542387,0.550000011920929,0.14987782723667734,0.9188602523949979,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CC1=C(c2ccnc(Nc3ccc(F)cc3)n2)SCN=N1,0.5099999904632568,0.8399999737739563,0.9223185777664185,3.0087976455688477,0.7768002616034614,62.53,0.9964502597219579,4.204300000000002,0.7244826665442559,0.7950086216455512,0.5099999904632568,0.15564176539494076,0.9324444422450342,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COc1cc(-c2ccnc(Nc3ccc(N4C=CCC=N4)cc3)n2)cc(N2CCOCC2)c1,0.800000011920929,0.8199999928474426,0.6047665476799011,3.0076231956481934,0.7769307560390897,75.11,0.8808745523212883,4.442000000000004,0.6299713801959241,0.752090540167429,0.6047665476799011,0.1006038579053223,0.9234601186808671,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CC1=C(c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)SCC=N1,0.550000011920929,0.8799999952316284,0.8666481375694275,2.991647958755493,0.7787057823605008,65.44,0.983693524889382,3.1359000000000012,0.9959042306365464,0.8424919471014024,0.550000011920929,0.15004654637796058,0.9924872960398851,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ncn(C2=CC=C(Nc3nccc(-c4ccccc4)n3)C2)n1,0.5299999713897705,0.6499999761581421,0.7997069358825684,2.987722158432007,0.7791419823964437,68.52000000000001,0.9604743518934165,3.2841200000000006,0.9822212353491284,0.783590742178245,0.5299999713897705,0.1597791075001252,0.9266128228451636,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ncn(-c2ccc(Nc3nccc(N4C=C(Cl)CC4)n3)cc2)n1,0.7400000095367432,0.6000000238418579,0.7746777534484863,2.9834275245666504,0.7796191639370389,71.76,0.9260454161687905,3.3996200000000014,0.9651342848022127,0.797579441955855,0.6000000238418579,0.12095330250053855,0.9654841188583585,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=C(Nc2nccc(-c3ccccc3)n2)CC(c2cnn3ncccc23)=C1,0.5099999904632568,0.8600000143051147,0.601823091506958,2.9810285568237305,0.7798857159084744,68.0,0.9650691177896804,3.969400000000002,0.8115329392954703,0.7547184782114925,0.5099999904632568,0.15408709862501854,0.8923097654879677,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CC(c2ccccc2)C(c2ccnc(Nc3ccccc3)n2)=N1,0.5,0.8899999856948853,0.7802459001541138,2.9807300567626953,0.7799188825819228,50.17,0.9477327533469039,4.320400000000003,0.6787959566718549,0.7627822464082801,0.5,0.14554374634373882,0.8982278717739062,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CC(c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)=CC1,0.7300000190734863,0.6499999761581421,0.9041380286216736,2.976486921310425,0.7803903420766195,66.49000000000001,0.9768716026796972,3.5645000000000024,0.9316357294857259,0.8288392830158907,0.6499999761581421,0.11708300176502333,1.0121309756868309,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=C(Nc2nccc(-c3ccccc3)n2)CC(ON2CCCC2)=C1,0.5,0.6899999976158142,0.9089416861534119,2.97503662109375,0.7805514865451388,50.28000000000001,0.9488657073759719,3.754400000000002,0.8811997313794913,0.7849264348449715,0.5,0.1536975694840498,0.9195566778965665,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CN(c2ccc(Nc3nccc(C4=CCCCC4)n3)cc2)CN=C1,0.6299999952316284,0.7599999904632568,0.893456220626831,2.9749982357025146,0.7805557515886095,53.41,0.9761620005017665,4.539600000000004,0.5905219453628348,0.7717826506291545,0.5905219453628348,0.13524603464093266,0.9354146307739117,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CC(c2ccnc(Nc3ccccc3)n2)=C2NC(c3ccccc3)=CC=C2N1,0.6100000143051147,0.8500000238418579,0.6213845014572144,2.9613678455352783,0.7820702393849691,61.870000000000005,0.9980591636411602,4.576400000000002,0.5756643950605536,0.7395297229484784,0.5756643950605536,0.15189850728326226,0.8970391907383183,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1cnc(NC2=CC=C(Nc3nccc(-c4ccc(F)cc4)n3)C2)nc1C,0.5099999904632568,0.6499999761581421,0.6900275945663452,2.96106219291687,0.7821042007870145,75.62,0.8732382167988064,4.385040000000002,0.6529224967031468,0.6930487459127853,0.5099999904632568,0.1135623222002951,0.8346925108317329,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1cc(Cl)nc(C2=CC=C(c3ccnc(NC4CCCCC4)n3)C2)n1,0.5400000214576721,0.5400000214576721,0.7828118205070496,2.946782112121582,0.7836908764309354,63.59,0.9928655165732039,4.843720000000004,0.4698222890943525,0.6848650909201476,0.4698222890943525,0.18368430491783164,0.8074433471566701,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COC1=CC=C(c2ccnc(Nc3ccc(N4CCN(Cl)CC4)cc3)n2)C1,0.6100000143051147,0.8399999737739563,0.7921320199966431,2.9377758502960205,0.784691572189331,53.52,0.976941994241756,3.8134000000000023,0.8632710409592537,0.8111727692443425,0.6100000143051147,0.10996890079482677,0.9831758834563942,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CC=Cc1ccc(Nc2nccc(C3=CC(F)=NCC3)n2)cc1,0.5400000214576721,0.800000011920929,0.9099504947662354,2.936645746231079,0.7848171393076578,50.17,0.9477327533469039,4.408400000000003,0.6435227479492858,0.771003861458114,0.5400000214576721,0.1421179439285744,0.9187920735025581,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Oc1ccn2c1CC=C2Nc1nccc(-c2ccc(Cl)cc2)n1,0.5099999904632568,0.6200000047683716,0.7694972157478333,2.9328577518463135,0.7852380275726318,62.97,0.9951114878599615,3.7707000000000015,0.8763451839993408,0.7593653184018994,0.5099999904632568,0.1589750269775754,0.8964678128431188,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Fc1cc(-c2ccnc(NC3=NC=CC3)n2)cc(N2CCOCC2)c1,0.5899999737739563,0.699999988079071,0.9315835237503052,2.9309628009796143,0.7854485776689317,62.64,0.996135486526273,2.847100000000001,0.9948182695013035,0.8329976365499735,0.5899999737739563,0.15357745283330965,0.9946398833988294,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,FC1=CC=C(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)C1,0.5699999928474426,0.6899999976158142,0.9058136940002441,2.9301066398620605,0.7855437066819932,50.28,0.9488657073759718,3.672200000000003,0.9044649349554749,0.8007813389128234,0.5699999928474426,0.13507762249535807,0.9582735745175205,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,FN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,0.7799999713897705,0.6499999761581421,0.7532790899276733,2.9259121417999268,0.7860097620222304,58.349999999999994,0.998488643251663,2.5521000000000003,0.9563981478356095,0.8206959317641814,0.6499999761581421,0.12011575742479846,1.0036843488691443,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CC1=C(c2ccnc(Nc3ccc(-n4cnc(C)n4)cc3)n2)CCS1,0.8399999737739563,0.800000011920929,0.7675375938415527,2.9221951961517334,0.7864227559831407,68.52000000000001,0.9604743518934165,3.9772200000000018,0.808792329438541,0.8272045028085894,0.7675375938415527,0.06354389572675895,1.0511113913883794,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CCSC(c2ccnc(Nc3ccnc(Nc4ccccc4)n3)n2)=C1,0.5699999928474426,0.8700000047683716,0.6983007788658142,2.9183614253997803,0.7868487305111356,75.62,0.8732382167988064,4.397700000000002,0.6478308698597538,0.7410364322752208,0.5699999928474426,0.1125275951938883,0.9007836706100647,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ncn(C2=C(c3ccnc(Nc4ccccc4)n3)C=CC2)n1,0.5400000214576721,0.8700000047683716,0.798186182975769,2.916757583618164,0.7870269351535373,68.52000000000001,0.9604743518934165,3.4483200000000016,0.9563181511542533,0.8186676079005033,0.5400000214576721,0.14187323234776963,0.9664802911030279,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Clc1ccc(-c2ccnc(Nc3nccc(C4=COCCS4)n3)n2)cc1,0.5099999904632568,0.6800000071525574,0.7155594825744629,2.9052622318267822,0.7883041964636909,72.82000000000001,0.9127375588983988,4.392400000000002,0.6499632200562772,0.7094274092681072,0.5099999904632568,0.12367122003460038,0.8500602844036242,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1cc(-c2ccnc(NC3=NC=CC3)n2)cc(N2CCOCC2)c1,0.5,0.6700000166893005,0.9340552091598511,2.898162364959717,0.7890930705600314,62.64,0.996135486526273,3.016420000000001,0.9999400870392976,0.8148706449957922,0.5,0.18353387827960466,0.9465172571678317,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,O=S(=O)(F)c1ccc(Nc2nccc(C3=CC=NC3)n2)cc1,0.5400000214576721,0.8299999833106995,0.8747743368148804,2.8967080116271973,0.7892546653747559,84.31,0.7201325004102861,2.3462000000000005,0.9093821414105934,0.7772572747964812,0.5400000214576721,0.12209731948678633,0.9270475492851042,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,ClNc1ncn(-c2ccc(Nc3nccc(C4=CCCCC4)n3)cc2)n1,0.800000011920929,0.7699999809265137,0.65334552526474,2.8909144401550293,0.7898983955383301,80.55,0.7908772551952111,4.3240000000000025,0.677361468129193,0.7469137728291528,0.65334552526474,0.058770921661674684,0.9370403382424073,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CC1=C(c2ccnc(NC3CCC(C)CC3)n2)C=CC1,0.550000011920929,0.5899999737739563,0.8932581543922424,2.8690760135650635,0.7923248873816596,37.81,0.7606717238535999,4.200600000000003,0.7259166484833572,0.7186952333009574,0.550000011920929,0.11742250034064862,0.8719529868431712,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,c1cc(-c2cn[nH]c2C2=NCCCC2)nc(NC2CCCC2)n1,0.699999988079071,0.6499999761581421,0.9086741805076599,2.8655149936676025,0.7927205562591553,78.85,0.8208610826601963,3.1942000000000013,0.9916542121866568,0.8106516659751469,0.6499999761581421,0.11608104298096973,0.9940435545244927,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,NC1=NC=C(c2ccnc(NC3CCCCC3)n2)C1,0.5699999928474426,0.6000000238418579,0.8709149360656738,2.864046812057495,0.7928836875491672,76.19,0.8644860974849361,2.3230000000000004,0.9031642134482267,0.7669081585395507,0.5699999928474426,0.13304789594434105,0.9246033667993494,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=NNNC(c2ccnc(Nc3ccccc3)n2)=C1,0.5,0.8600000143051147,0.7742714285850525,2.8596513271331787,0.7933720747629801,74.23,0.8936008718605586,1.6546999999999998,0.6688570566399279,0.7483502410256057,0.5,0.13182014242275794,0.8851682267833298,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,FC1=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CC1,0.6100000143051147,0.8799999952316284,0.743824303150177,2.854714870452881,0.7939205699496799,41.57,0.8280326258089774,4.918300000000003,0.4414237521982229,0.7162002101073001,0.4414237521982229,0.14884051143668336,0.8337432846230985,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COC1=CC=C(Nc2nccc(Nc3nccc(-c4ccccc4)n3)n2)C1,0.5299999713897705,0.6800000071525574,0.6908933520317078,2.831348180770874,0.7965168688032362,84.85000000000001,0.7095899183808055,3.907000000000002,0.8329256563404074,0.7066542956830807,0.5299999713897705,0.09677634454764544,0.8559766526452472,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ccc(NC2=CC=C(c3ccnc(NC4CCC(O)CC4)n3)C2)cc1,0.5699999928474426,0.7099999785423279,0.7403786182403564,2.816502809524536,0.7981663544972738,70.07000000000001,0.9452214355962494,4.283520000000003,0.6934375240312312,0.7428673172924802,0.5699999928474426,0.11359140564056625,0.9025081745826564,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,FC1=C(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)CCC1,0.5600000023841858,0.7300000190734863,0.8984178304672241,2.8142998218536377,0.7984111309051514,50.28,0.9488657073759718,3.896200000000002,0.836538103163704,0.7953721322282873,0.5600000023841858,0.12619833523654614,0.9507522994198884,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COC1=CC=C(Nc2nccc(-c3ccnc(Nc4ccccc4)n3)n2)C1,0.5199999809265137,0.8700000047683716,0.6908933520317078,2.8034653663635254,0.7996149592929416,84.85000000000001,0.7095899183808055,3.907000000000002,0.8329256563404074,0.7371706452901247,0.5199999809265137,0.1160296909273855,0.8815676704753402,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CN1C=C(Nc2nc(Nc3ccc(N(C)C)cc3)ncc2Cl)CC1,0.5199999809265137,0.7300000190734863,0.8650448322296143,2.8031065464019775,0.7996548281775581,56.32,0.9925046755447596,3.528400000000002,0.9398397450681142,0.8078406801700077,0.5199999809265137,0.15479841954854756,0.948360832493107,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COC1=C(Nc2nccc(-c3ccccc3)n2)N=CC1,0.5199999809265137,0.7799999713897705,0.9240226745605469,2.791548490524292,0.800939056608412,59.4,0.9998000199986667,2.8455000000000013,0.9947095440169894,0.8365785412501497,0.5199999809265137,0.1653211187864726,0.9760464236494566,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,O=C1CN(c2ccccc2-c2ccnc(NC3CCCCC3)n2)CC=N1,0.5099999904632568,0.6000000238418579,0.9169007539749146,2.791275978088379,0.8009693357679579,70.48,0.9408073504510259,3.305600000000002,0.9794602390251582,0.7913562822540285,0.5099999904632568,0.1776471812701963,0.926591561265986,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CCC(Nc2nccc(-c3cn[nH]c3-c3ccccc3)n2)=C1,0.5,0.6700000166893005,0.7691391110420227,2.7905831336975098,0.8010463184780545,66.49000000000001,0.9768716026796972,3.7894000000000014,0.870682142931814,0.7646231986368148,0.5,0.1508994729536813,0.8995332513414467,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CN(c2ccc(Nc3nccc(-c4ccccn4)n3)cc2)COC1,0.6200000047683716,0.7200000286102295,0.7881073355674744,2.788632869720459,0.8012630144755045,63.17,0.9944328322126588,3.5900000000000016,0.9255607068436603,0.8082273204129832,0.6200000047683716,0.12389949483140797,0.9818373723603538,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CCOC1=C(c2ccnc(Nc3ccc(-n4cnc(C)n4)cc3)n2)CCC1,0.7599999904632568,0.7799999713897705,0.712928831577301,2.7872331142425537,0.8014185428619385,77.75,0.8394278734620187,4.040820000000002,0.7860501164490818,0.7799708877005612,0.712928831577301,0.03856934655373936,0.9899926025183775,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COc1ccc(Nc2ncc(Cl)c(NC3=CC=NC3)n2)cc1,0.5400000214576721,0.6600000262260437,0.8857942819595337,2.7744665145874023,0.802837053934733,71.43,0.9299908793811207,3.2624000000000004,0.9848156274782738,0.8005729817395628,0.5400000214576721,0.15578894067761564,0.9469940941091028,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,N#CC1=CC=C(Nc2nccc(-c3ccccc3)n2)C1,0.5099999904632568,0.6499999761581421,0.9193835854530334,2.767641544342041,0.8035953839619955,61.6,0.9985787886565143,3.2930800000000007,0.9810930470250923,0.810441795286339,0.5099999904632568,0.17909002410223512,0.9455327900150925,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,Cc1ncn(N2CCC(Nc3nccc(-c4ccccc4)n3)CC2)n1,0.6399999856948853,0.5600000023841858,0.7884013652801514,2.7619612216949463,0.8042265309227837,71.76,0.9260454161687905,2.2560199999999995,0.8842624363041244,0.7671559561258201,0.5600000023841858,0.12901396121172923,0.922254560719903,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,c1cc(-c2cnnnn2)nc(NC2CCCC2)n1,0.5899999737739563,0.6299999952316284,0.8620656132698059,2.7509872913360596,0.8054458565182157,89.37,0.6192659215015694,1.0780999999999996,0.44006970878764645,0.6578078448471371,0.44006970878764645,0.1401099437827016,0.7758177631051608,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CCNc1ccc(-c2ccnc(NC3=COCC3)n2)cc1,0.5799999833106995,0.6399999856948853,0.8812437057495117,2.742021322250366,0.8064420753055148,59.07000000000001,0.9995196154216376,3.2490000000000014,0.986316482218902,0.8155869746168585,0.5799999833106995,0.16005532262172648,0.9735814373478957,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=C(c2ccnc(Nc3ccccc3)n2)CCN1Nc1ccccn1,0.5400000214576721,0.7799999713897705,0.7436505556106567,2.739464044570923,0.8067262172698975,65.97,0.9803942424494534,3.688900000000001,0.8999078268123082,0.7917798058316263,0.5400000214576721,0.13744011961726355,0.9400358003072016,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=NC=C(Nc2nccc(-c3ccccc3)n2)C1,0.5099999904632568,0.699999988079071,0.8910201787948608,2.7379462718963623,0.806894858678182,50.17,0.9477327533469039,2.8714000000000004,0.9963316427006594,0.8086632353438223,0.5099999904632568,0.16449568910096063,0.9452136635727033,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CC(c2ccnc(NC3CCCC3)n2)=CC1,0.5600000023841858,0.550000011920929,0.8614434003829956,2.7159054279327393,0.8093438413408067,37.81,0.7606717238535999,3.174400000000001,0.9932638215657656,0.7557871335747138,0.550000011920929,0.15870913878453047,0.9049162232725394,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CCC1=NC=CN(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)N1,0.6399999856948853,0.7900000214576721,0.704953134059906,2.710369110107422,0.809958987765842,65.44,0.983693524889382,4.491500000000004,0.6099676299436918,0.7564288806352298,0.6099676299436918,0.12469833626940638,0.9269493359913967,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=C(Nc2cc(-c3ccnc(Nc4ccccc4)n3)ccn2)CCO1,0.7799999713897705,0.8299999833106995,0.7372790575027466,2.7087552547454834,0.8101383050282797,71.96000000000001,0.9236079854304691,3.9558000000000018,0.8162685114469623,0.8162156356848213,0.7372790575027466,0.05671951381218572,1.0317274015544267,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=C(Nc2nccc(-c3ccccc3)n2)CC(Oc2cccnc2)=C1,0.5400000214576721,0.6899999976158142,0.7603763341903687,2.708258628845215,0.8101934856838651,59.93000000000001,0.9999972777814831,4.201000000000002,0.7257616995630274,0.7543881360487051,0.5400000214576721,0.13808301547874358,0.9025798409381324,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,CS(=O)(=O)c1ccc(Nc2nccc(C3=CC=NC3)n2)cc1,0.5099999904632568,0.7799999713897705,0.9338481426239014,2.7029035091400146,0.8107884989844428,84.31,0.7201325004102861,2.0915,0.8324217499864223,0.7645318089763466,0.5099999904632568,0.13064822717631208,0.9044669833976925,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COc1cc2ncnc(Nc3ccc(ON4CC=CCC4)cc3)c2cc1OC,0.550000011920929,0.6800000071525574,0.651526153087616,2.698831558227539,0.8112409379747179,68.74000000000001,0.9584503135496961,3.9463000000000026,0.8195528637513656,0.7451283812394803,0.550000011920929,0.1332255501639438,0.8968058297993646,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COc1cc2ncnc(Nc3ccc(OC4=CC=C(C(C)=O)C4)cc3)c2cc1OC,0.6100000143051147,0.6200000047683716,0.61851966381073,2.6920154094696045,0.8119982878367106,82.57000000000001,0.7535177366141976,4.572400000000004,0.5772778983153706,0.6652189342750825,0.5772778983153706,0.08597401303343957,0.8298049024663497,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,COc1cc2ncnc(Nc3ccc(OC4=CC=C(O)C4)cc3)c2cc1OC,0.6000000238418579,0.6800000071525574,0.6540283560752869,2.686737537384033,0.8125847180684408,85.73000000000002,0.6922583495375499,4.4989000000000035,0.6069754487833408,0.6743078172431723,0.6000000238418579,0.07064190975771141,0.8472436334199586,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,ClC1=NC=CN(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)N1,0.75,0.8700000047683716,0.67808997631073,2.682227611541748,0.8130858209398057,65.44,0.983693524889382,4.277800000000003,0.6956988431657138,0.7984280283456672,0.67808997631073,0.10570439054829849,0.9912845821840564,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=CCC(Nc2nccc(-c3ccccc3)n2)=CC1,0.5099999904632568,0.699999988079071,0.8408955335617065,2.6668739318847656,0.8147917853461372,37.81,0.7606717238535999,3.7894000000000014,0.870682142931814,0.7495068607059309,0.5099999904632568,0.12057956255378938,0.8904489015895289,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,C1=C2CCCCC2=C(Nc2nccc(-c3ccccc3)n2)C1,0.5099999904632568,0.6899999976158142,0.8885467648506165,2.66349458694458,0.8151672681172689,37.81,0.7606717238535999,4.713700000000004,0.5206823884488072,0.6975113555582273,0.5099999904632568,0.14189907777109367,0.836321444920095,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,ClN1CCN(c2ccc(Nc3nccc(-c4ccc5c(c4)NCCC5)n3)cc2)CC1,0.7799999713897705,0.8299999833106995,0.6049947738647461,2.656111240386963,0.8159876399570041,56.32,0.9925046755447596,4.521100000000002,0.5979993558402973,0.7702477333178795,0.5979993558402973,0.13670757666499472,0.9359767824034693,True,0,Retro* unsolved; no predefined alert matched
GB-GA crossover,unsolved,c1ccc(Nc2nccc(-c3cn[nH]c3C3=NCCCC3)n2)cc1,0.5,0.8100000023841858,0.7703484892845154,2.6504461765289307,0.8166170914967855,78.85000000000001,0.8208610826601961,3.583300000000002,0.9271789942756561,0.7741676100168898,0.5,0.13156819967003977,0.9110107900498858,True,0,Retro* unsolved; no predefined alert matched
