model,generation,smiles,drd2,qed,sa_raw,sa_norm,feasible,nondominated
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1Br,0.9599999785423279,0.8372526168823242,2.873102903366089,0.7918774551815457,1,0
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1Cl,0.9100000262260437,0.8738104701042175,2.795341968536377,0.8005175590515137,1,0
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1Cl,0.9100000262260437,0.8738104701042175,2.795341968536377,0.8005175590515137,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(C)c(Cl)cc(O)c1OC,1.0,0.8727400898933411,2.992673397064209,0.7785918447706435,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(C)c(Cl)cc(O)c1OC,1.0,0.8727400898933411,2.992673397064209,0.7785918447706435,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(Cl)c(C)cc(O)c1OC,0.9800000190734863,0.8727400898933411,2.9764480590820312,0.7803946601019965,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1OC,0.9700000286102295,0.8384304046630859,2.7458620071411133,0.8060153325398763,1,1
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1Br,0.9599999785423279,0.8372526168823242,2.873102903366089,0.7918774551815457,1,0
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1Br,0.9599999785423279,0.8372526168823242,2.873102903366089,0.7918774551815457,1,0
ChemistGA,30,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1Br,0.9599999785423279,0.8372526168823242,2.873102903366089,0.7918774551815457,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,30,CCc1c(Br)ccc(OC)c1C(=O)NCC1CCCN1CC,0.9399999976158142,0.8372526168823242,2.848849296569824,0.7945723003811307,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(F)c(C)cc(O)c1OC,0.9800000190734863,0.8737647533416748,2.9953017234802246,0.7782998085021973,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(F)c(C)cc(O)c1OC,0.9800000190734863,0.8737647533416748,2.9953017234802246,0.7782998085021973,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(OC)c(C)cc(O)c1OC,1.0,0.8372948169708252,2.924812078475952,0.7861319912804497,1,0
ChemistGA,30,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
