model,generation,smiles,drd2,qed,sa_raw,sa_norm,feasible,nondominated
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(C)c1OC,0.9399999976158142,0.875432550907135,2.6633245944976807,0.8151861561669244,1,1
ChemistGA,15,CCOc1cc(O)c(OC)c(C(=O)NCC2CCCN2CC)c1,0.9900000095367432,0.8034389615058899,2.788780927658081,0.8012465635935465,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)cc(O)c(OC)c1Cl,0.9599999785423279,0.8295564651489258,2.998572587966919,0.7779363791147867,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)cc(OC)c(OC)c1Cl,0.8299999833106995,0.8295564651489258,2.9005043506622314,0.7888328499264188,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.9700000286102295,0.859851062297821,2.881253242492676,0.7909718619452583,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.9700000286102295,0.859851062297821,2.881253242492676,0.7909718619452583,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.9700000286102295,0.859851062297821,2.881253242492676,0.7909718619452583,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(C)cccc1OC,0.7400000095367432,0.8963180780410767,2.521845579147339,0.8309060467614068,1,1
ChemistGA,15,CCN1CCC1CNC(=O)c1c(OC)ccc(Cl)c1Cl,0.550000011920929,0.9078509211540222,2.7729978561401367,0.8030002382066515,1,0
ChemistGA,15,CCN1CCC1CNC(=O)c1c(OC)ccc(C)c1Cl,0.5299999713897705,0.9074819087982178,2.8014984130859375,0.7998335096571181,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(Cl)c(Cl)cc(O)c1OC,0.9800000190734863,0.859851062297821,2.996354103088379,0.7781828774346246,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(Cl)c(Cl)cc(O)c1OC,0.9800000190734863,0.859851062297821,2.996354103088379,0.7781828774346246,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(Cl)c(Cl)cc(O)c1OC,0.9800000190734863,0.859851062297821,2.996354103088379,0.7781828774346246,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)cccc1OC,0.8600000143051147,0.8700742721557617,2.4750256538391113,0.8361082606845431,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)cccc1OC,0.8600000143051147,0.8700742721557617,2.4750256538391113,0.8361082606845431,1,1
ChemistGA,15,CCOc1cccc(OC)c1C(=O)NCC1CCCN1CC,0.8299999833106995,0.8396838307380676,2.525211811065674,0.830532020992703,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)ccc(Cl)c1OC,0.8700000047683716,0.8753255009651184,2.768977642059326,0.8034469286600748,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)ccc(Cl)c1OC,0.8700000047683716,0.8753255009651184,2.768977642059326,0.8034469286600748,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(C)cc(O)c(OC)c1OC,0.9700000286102295,0.8372948169708252,2.9050252437591553,0.788330528471205,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(C)cc(O)c(C)c1OC,0.9100000262260437,0.875551164150238,2.9169371128082275,0.7870069874657525,1,1
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(O)c1OC,0.9300000071525574,0.8355123996734619,2.752452850341797,0.8052830166286893,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(O)c1OC,0.9300000071525574,0.8355123996734619,2.752452850341797,0.8052830166286893,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(O)c1OC,0.9300000071525574,0.8355123996734619,2.752452850341797,0.8052830166286893,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(O)ccc(Cl)c1OC,0.8700000047683716,0.8753255009651184,2.768977642059326,0.8034469286600748,1,0
ChemistGA,15,CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1O,0.8899999856948853,0.8753255009651184,2.7371816635131836,0.8069798151652018,1,0
