model,generation,smiles,drd2,qed,sa_raw,sa_norm,feasible,nondominated
PT-MOGA,0,CCCN(Cc1ccc(F)cc1)C1CCc2c(cccc2OC)C1,0.9900000095367432,0.7684168815612793,2.5809271335601807,0.8243414296044244,1,1
PT-MOGA,0,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.9700000286102295,0.859851062297821,2.881253242492676,0.7909718619452583,1,1
PT-MOGA,0,CCCN1CCc2cccc3c2C1Cc1cccc(OC(=O)NCc2ccccc2)c1-3,0.9300000071525574,0.6009612083435059,2.8904619216918945,0.7899486753675673,1,0
PT-MOGA,0,Cc1ccc(CN2CCC(CC(=O)N3c4ccccc4CC3C)CC2)cc1C,0.9599999785423279,0.7589127421379089,2.627760887145996,0.8191376792060004,1,0
PT-MOGA,0,Nc1ccc(C#CCCN2CC=C(c3ccccc3)CC2)cc1,0.8799999952316284,0.6900433897972107,2.366036891937256,0.8482181231180826,1,0
PT-MOGA,0,CCN(C)CCc1c(-c2cccc(C(F)(F)F)c2)[nH]c2ccccc12,0.9700000286102295,0.6598807573318481,2.266141653060913,0.8593175941043429,1,0
PT-MOGA,0,c1ccc(CN2CCN(c3cccc4[nH]ccc34)CC2)cc1,0.8500000238418579,0.7977766990661621,1.8501380681991577,0.905540214644538,1,1
PT-MOGA,0,COc1cccc(CCc2ccccc2OCCCN2CCN(c3cccc(Cl)c3)CC2)c1,0.9300000071525574,0.3578434884548187,2.083641290664673,0.8795954121483697,0,0
PT-MOGA,0,c1ccc(OCC2CCC3CN(c4ncccn4)CCN3C2)cc1,0.949999988079071,0.8640223145484924,2.8902852535247803,0.7899683051639133,1,1
PT-MOGA,0,C1=C(c2ccccc2)CCN(CCC2CCC(Nc3ncccn3)CC2)C1,0.8700000047683716,0.8135331869125366,2.4236130714416504,0.8418207698398166,1,0
PT-MOGA,0,CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4nsc5ccccc45)CC3)c21,0.9700000286102295,0.5772843360900879,3.270646095275879,0.7477059894137912,0,0
