label,perfect_input_entries,perfect_invalid_entries,perfect_canonical_unique,sample_size,sample_seed,sampled_unique_murcko_scaffolds,reference_valid_unique_molecules,reference_invalid_entries,reference_unique_murcko_scaffolds,morgan_radius,fingerprint_bits,count_similarity_le_0.1,count_similarity_le_0.2,count_similarity_le_0.3,count_similarity_le_0.4,mean_max_similarity,median_max_similarity,std_max_similarity
PT-MOGA-continuous-seed1,3766,0,3492,1000,2026,610,287,0,205,3,2048,0,0,14,177,0.4945500505377107,0.4642857142857143,0.15276102027015379
