generated_scaffold,nearest_reference_scaffold,max_tanimoto_similarity
c1cc(-c2cnn(C3CCCC3)c2)nc(NC2CCOC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3894736842105263
c1cc(-c2cnn(C3CCC3)c2)nc(NC2CCCOC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3894736842105263
O=c1ncc(-c2ccnc(NC3CC3)n2)c[nH]1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.38961038961038963
c1cc(-c2cncc(NC3CC3)n2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.38961038961038963
c1cc(-c2ccn(C3CC3)c2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.38961038961038963
O=c1cc(-c2ccnc(NC3CCC3)n2)cc[nH]1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.3902439024390244
c1ccc(NCc2[nH]ccc2-c2ccnc(NC3CC3)n2)cc1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.39080459770114945
c1ccc(-c2ccc(Nc3ccnc(NC4CCCCC4)n3)nc2)cc1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.391304347826087
O=C1NCCC1c1c(-c2ccnc(NC3CC3)n2)cnn1C1CCOC1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.391304347826087
c1cc(-c2ccnc(NC3CCCNCC3)n2)ncn1,c1ccc(-c2[nH]c3ccccc3c2-c2ccnc(NC3CCNCC3)n2)cc1,0.391304347826087
O=C(C1CCNC1)N1CCC(Nc2nccc(Nc3ccccc3)n2)CC1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.3924050632911392
c1ccc(Nc2ccc(-c3ccnc(NC4CC4)n3)cn2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.39436619718309857
O=C1Cc2c(cccc2-c2ccnc(NC3CC3)n2)N1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.39759036144578314
c1ccc(Nc2cc(-c3ccnc(NCC4CC4)n3)ccn2)cc1,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1,0.39759036144578314
c1cnc2c(c1)c(-c1ccnc(NC3CC3)n1)cn2CC1CN1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.3978494623655914
O=C1NC(Nc2ccnc(Nc3ccc(N4CC4)cc3)n2)CCC12CC2,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.4
c1cc(-c2cc[nH]n2)nc(NC2CC2)n1,c1cc(-c2cc[nH]n2)nc(Nc2ccc(-n3cncn3)cc2)n1,0.4
c1cc(-c2ccnc(NC3CCOC3)n2)cc(N2CCCCC2)c1,c1cc(-c2ccnc(Nc3ccc(-n4cncn4)cc3)n2)cc(N2CCOCC2)c1,0.4
c1cc(-c2ccnc(NC3CC3)n2)cc(NC2CCCC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4
c1cncc(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)c1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4
c1cc(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)ccn1,c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,0.4
O=C1NCc2cc(-c3ccnc(NC4CCCCC4)n3)cnc2N1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4020618556701031
O=C1Cc2ncc(-c3ccnc(NC4CCCCC4)n3)cc2CO1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4020618556701031
c1cc(-c2ccnc(N3CCOCC3)n2)nc(NC2CCCCC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.40217391304347827
O=C1NCc2nc(-c3ccnc(NC4CCCCC4)n3)cnc21,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.40229885057471265
c1ccc(Nc2nccc(-c3cnsc3C3CCCO3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4025974025974026
c1cc(-c2cnn(C3CCNC3)c2CC2CC2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4044943820224719
c1cc(-c2cn[nH]c2)nc(NC2CCCNCC2)n1,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,0.4044943820224719
C1=C(c2c(-c3ccnc(NC4CC4)n3)cnn2C2CC2)CCNC1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4044943820224719
c1ncc(-c2ccnc(NC3CC3)n2)cn1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4050632911392405
c1cc(-c2cn[nH]c2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.40540540540540543
c1ccc(Nc2ncc(-c3ccnc(NC4CCOCC4)n3)cn2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.40540540540540543
c1cc(-c2cnn(C3CCNC3)c2)nc(NC2CC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4065934065934066
c1cc(-c2cnn(C3CCOC3)c2)nc(NC2CC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4065934065934066
C1=NCc2c1cccc2-c1ccnc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4074074074074074
O=c1ncc(-c2ccnc(NC3CCC3)n2)c[nH]1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4074074074074074
c1ccc(Nc2cc(-c3ccnc(NC4CCC4)n3)ccn2)cc1,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1,0.4074074074074074
c1ccc(-c2nc(NCC3CCOC3)[nH]c2-c2ccncc2)cc1,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,0.40789473684210525
c1ccc(-c2ccnc(NC3CC3)n2)nc1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4084507042253521
O=c1cc(-c2ccnc(NC3CCNCC3)n2)c(NC2CCC2)c[nH]1,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,0.40860215053763443
c1cc(-c2cnn(C3CCOCO3)c2)nc(NC2CC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.40860215053763443
c1cc(-c2ccnc(NC3CCCCC3)n2)cc(NC2CCOCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.40860215053763443
O=c1nc(-c2ccnc(NC3CC3)n2)c(-c2ccnc(NC3CC3)n2)c[nH]1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.40963855421686746
O=C1Nc2cccc(-c3ccnc(NC4CC4)n3)c2C12CC2,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.40963855421686746
O=C1Cc2ncc(-c3ccnc(NC4CCCCC4)n3)cc2CN1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4105263157894737
c1ccc2c(-c3ccnc(NC4CCOCC4)c3)c[nH]c2c1,c1ccc2c(-c3ccncc3)c[nH]c2c1,0.410958904109589
c1cc(-c2cn(C3COC3)cn2)nc(NC2CCCCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4111111111111111
c1cc(-c2ccnc(NC3CCOC3)n2)ccn1,c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,0.4117647058823529
c1cc(-c2ccnc(NC3CCNC3)n2)nc(NC2CC2)n1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.4125
O=c1cc(-c2ccnc(NC3CC3)n2)c(NC2CC2)c[nH]1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4125
c1cc(Nc2nccc(NC3CCCCC3)n2)cc(N2CCOCC2)c1,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.41304347826086957
c1cc(-c2ccnc3[nH]ccc23)nc(NC2CCOCC2)n1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.41379310344827586
c1cc(-c2cncnc2N2CCCC2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4146341463414634
O=C1NCc2cccc(-c3ccnc(NC4CC4)n3)c21,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4146341463414634
c1cc(-c2ccnc3[nH]ccc23)nc(NC2CCCOC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.4148936170212766
c1ccc(-c2cc(-c3ccnc(NC4CCCC4)n3)ncn2)cc1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CCCCC3)n2)cc1,0.4148936170212766
c1ccc(-c2ccnc(NC3CCN(C4CCNCC4)C3)n2)cc1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.4148936170212766
c1cc(-c2cn[nH]c2)nc(NC2CCCOC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.4157303370786517
c1ccc2c(-c3ccnc(NC4CCNC4)n3)c[nH]c2c1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4157303370786517
c1cc(-c2ccnc(NC3CC3)n2)cc(Nc2ccc(N3CCNCC3)cc2)n1,c1cc(-c2cncs2)nc(Nc2ccc(N3CCNCC3)cc2)n1,0.4166666666666667
O=C1c2cccc(-c3ccnc(NC4CC4)n3)c2CN1C1CC1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4166666666666667
c1cc(-c2ccnc(NC3CC3)n2)[nH]n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4166666666666667
c1ccc(Nc2cc(-c3ccnc(NC4CC4)n3)ccn2)cc1,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1,0.4177215189873418
O=S1CC(Nc2nccc(-c3ccccc3)n2)CS1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.417910447761194
O=C1NCc2cc(-c3ccnc(NC4CCCCC4)n3)cnc21,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.41935483870967744
O=C1CCC(c2[nH]ncc2-c2ccnc(Nc3ccccc3)n2)C1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.42045454545454547
c1ccc(Cc2c(-c3ccnc(NC4CC4)n3)cnn2CC2CC2)cc1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.42045454545454547
c1ccc(-c2ccnc(-c3ccnc(NC4CCCC4)n3)c2)cc1,c1ccc(-c2noc(CN3CCCCC3)c2-c2ccnc(NC3CCCCC3)n2)cc1,0.42105263157894735
c1cc(-c2cnc3[nH]ccc3c2)nc(NC2CCNCC2)n1,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,0.4222222222222222
c1cnc(NC2CCC(Nc3nccc(-c4cnn(C5CC5)c4)n3)CC2)nc1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4222222222222222
C=C1CCC(Nc2ccnc(Nc3ccc(N4CCC4)cc3)n2)CC1,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.4235294117647059
O=C1NCCC1c1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4235294117647059
O=c1cc(-c2ccnc(NC3CC3)n2)c(NC2CCC2)c[nH]1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4235294117647059
c1ccc(-c2ccnc(NC3CC4(CCCC4)C3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.42424242424242425
C1=CC(Nc2nccc(-c3ccccc3)n2)CCC1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.42424242424242425
O=C1CC(Nc2nccc(-c3ccccc3)n2)CS1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.42424242424242425
c1cc(Nc2nccc(-c3ccnc(NC4CC4)n3)n2)ccn1,c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,0.42424242424242425
c1ccc(Nc2nccc(-c3cnc4c(n3)CNCC4)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4246575342465753
c1ccc(-c2ccc(-c3ccnc(NC4CC4)n3)nc2)cc1,c1ccc(-c2nn3ccccc3c2-c2ccnc(NC3CC3)n2)cc1,0.4268292682926829
c1ccc(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)nc1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.4268292682926829
c1cnc(-c2ccnc(NC3CC3)n2)cn1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.42857142857142855
C1=CCC(Nc2nccc(-c3cnc(Nc4ccccc4)nc3)n2)C1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.42857142857142855
c1ccc2c(-c3ccnc(NC4CCCOC4)n3)c[nH]c2c1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.42857142857142855
c1cc(Nc2nccc(NC3=NNCC3)n2)ccn1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.42857142857142855
O=S(=O)(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCC(N2CCOC2)C1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.43023255813953487
c1cc(-c2c[nH]cc2-c2ccnc(NC3CCOC3)n2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.43023255813953487
c1ccc(Nc2nccc(-c3cc(N4CCOCC4)ncn3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.43023255813953487
c1cncc(-c2ccnc(NC3CC3)n2)c1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4305555555555556
O=C1CC(Nc2nccc(-c3ccccc3)n2)CN1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4307692307692308
C=C1CCC(Nc2nccc(-c3ccccc3)n2)C1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4307692307692308
C1=CCC(Nc2nccc(-c3ccccc3)n2)CC1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4307692307692308
c1cc(-c2cnn(C3CCCCOC3)c2)nc(NC2CCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.43157894736842106
c1cc(-c2ccnc(NC3CCCC3)n2)on1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.43243243243243246
c1cc(-c2cn[nH]c2)nc(NC2CCC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.43243243243243246
O=C1NCCC1c1c(-c2ccnc(Nc3ccccc3)n2)cnn1C1CC1,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.43333333333333335
c1ccc(Nc2nccc(-c3cn[nH]c3NC3CCCC3)n2)cc1,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.43529411764705883
c1cc(-c2cn[nH]c2CC2CCOCC2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.43529411764705883
c1cc(-c2cn[nH]c2CC2CCNC2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.43529411764705883
c1cc(-c2cncnc2NC2CCC2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4358974358974359
O=S1(=O)CCN(c2nccc(-c3ccnc(Nc4ccccc4)n3)n2)CC1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.43661971830985913
c1ccc(Nc2nccc(-c3ccnc(NC4CCCNC4)n3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.43661971830985913
c1cc(-c2[nH]cnc2NC2CCCNC2)nc(NC2CCCCC2)n1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CCCCC3)n2)cc1,0.4375
c1ccc(-c2ccnc(NC3CCOC3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4375
c1cc(-c2ccoc2)nc(NC2CCCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4375
c1cc(-c2cnn(C3CCCO3)c2)nc(NC2CC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.43820224719101125
c1cc(-c2ccnc(NC3CCCC3)n2)ncn1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4383561643835616
O=C1CCC(Nc2nccc(-c3ccnc(NC4CCCC4)n3)n2)CC1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4383561643835616
c1cc(-c2cn[nH]c2C2CCOC2)nc(Nc2ccc(N3CCOCC3)cc2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.44
C1=CC(n2cc(-c3ccnc(NC4CCCC4)n3)c3cccnc32)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.44086021505376344
c1cc(-c2ccc(N3CCCCC3)cc2)nc(NC2CCCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4418604651162791
O=C(c1ccc(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)cc1)N1CCOCC1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4421052631578947
c1cnc2[nH]cc(-c3cnc(NC4CC4)nc3)c2c1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4430379746835443
c1cnc2ncc(-c3ccnc(NC4CCCCC4)n3)cc2c1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4444444444444444
c1ccc(-c2nc[nH]c2-c2ccnc(N3CCOCC3)c2)cc1,c1ccc(CNc2cc(-c3[nH]cnc3-c3ccccc3)ccn2)cc1,0.4444444444444444
C1=CCC(Nc2nccc(-c3ccncc3)n2)C1,c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,0.4444444444444444
c1cc(-c2cnoc2)nc(NC2CCCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4444444444444444
c1ccc(-c2ccnc(NC3CCOCC3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4444444444444444
O=C1Cc2cc(-c3ccnc(NC4CCCCC4)n3)cnc2CN1c1ccccc1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.44554455445544555
c1cc(-c2cnn(CC3CO3)c2)nc(NC2CCOC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.44565217391304346
c1cc(-c2cn[nH]c2C2CCOC(c3ccoc3)=N2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.44565217391304346
c1ccc(Cc2[nH]ncc2-c2ccnc(NC3CC3)n2)cc1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4457831325301205
O=c1cc(-c2ccnc(NC3CCC3)n2)c(C2CC2)c[nH]1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4457831325301205
c1cc(-c2cc[nH]c2)nc(NC2CCCC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.44594594594594594
c1cc(-c2ccnc(NC3CCCCC3)n2)ncn1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.44594594594594594
O=C1CCC(Nc2nccc(-c3ccnc(NC4CCCCC4)n3)n2)CC1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.44594594594594594
c1ccc(Nc2nccc(-n3cnc(N4CCOCC4)n3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.4470588235294118
O=C1C(Nc2ccnc(Nc3ccccc3)n2)C=NN1C1CC1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.4492753623188406
c1cc(-c2ccc(NC3CCOC3)cc2)nc(NC2CCCCC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.449438202247191
c1ccc(Nc2ccc(-c3ccncn3)cc2)cc1,c1ccc(Nc2ccncn2)cc1,0.45098039215686275
c1cc(-c2cnn(C3CC3)c2)nc(NC2CC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.45121951219512196
O=c1cc(-c2ccnc(NC3CC3)n2)c(NC2CCCC2)c[nH]1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.45121951219512196
c1ccc(-c2ccnc(NC3CCSCC3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.45161290322580644
c1ccc(-c2ccnc(NC3CC4(CC4)C3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.45161290322580644
c1cc(-c2cn[nH]c2C2CCCC2)nc(Nc2ccc(N3CCCOCC3)cc2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.45161290322580644
c1ccc(-c2ccnc(NC3CCCC3)n2)nc1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4533333333333333
c1cc(-c2cncnc2NC2CC2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.4533333333333333
c1ccc(Nc2ncc(-c3ccnc(NC4CC4)n3)cn2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.45454545454545453
c1ccc(Nc2nccc(-c3ccnc(NC4CCNC4)n3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.45588235294117646
c1ccc(Nc2nccc(-c3ccnc(NC4CCOC4)n3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.45588235294117646
c1cc(-c2ccnc(NC3CC3)n2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.45901639344262296
c1cc(-c2ccsn2)nc(NC2CCCCC2)n1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4605263157894737
c1cc(-c2c[nH]nc2C2CCCC2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.46153846153846156
c1ccc(-c2[nH]ncc2-c2ccnc(NC3CC3)n2)nc1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4625
c1ccc(Nc2ccnc(NC3CCN(C4CC4)C3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.4626865671641791
c1ccc(Nc2nccc(-c3ccnc(NC4CCOCC4)n3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4626865671641791
c1ccc(Nc2nccc(NC3CCCNCC3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.4626865671641791
c1cc(-c2cn(C3CCOC3)nc2C2CCOC2)nc(NC2CCCCC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.4639175257731959
c1ccc(Nc2nccc(-c3cn[nH]c3C3CCOCC3)n2)cc1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4642857142857143
c1cc(-c2cnn(C3CCCC3)c2)nc(NC2CC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4642857142857143
c1ccc(-c2nccc(-c3ccnc(NC4CCCCC4)n3)n2)cc1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4642857142857143
c1cnc(-c2ccnc(NC3CCCCC3)n2)cn1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4657534246575342
c1cc(-c2cnn(C3CCNC3)c2)nc(NC2CCCC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4666666666666667
c1ccc(Nc2cc(-c3ccnc(NC4CCCCC4)n3)ccn2)cc1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.4666666666666667
c1cc(-c2cn[nH]c2CCC2CC2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.46835443037974683
c1cc(-c2ccnc(NC3CC3)n2)nc(NC2CCC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.46875
c1cc2[nH]cc(-c3ccnc(NC4CC4)n3)c2cn1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,0.4691358024691358
c1ccc(-c2ccnc(NC3CCNC3)n2)cc1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.4691358024691358
c1ccc(Nc2nccc(-c3cnc(NC4CC4)cn3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.4696969696969697
c1ccc(Nc2nccc(NC3CCCOCC3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.4696969696969697
c1ccc(Nc2ccnc(NC3CCC(CN4CCC4)CC3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.47058823529411764
c1cc(-c2ccnc(NC3CC3)n2)c(-c2ccnc(NC3CC3)n2)cn1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.4722222222222222
c1ccc(Nc2cc(-c3ccncn3)ccn2)cc1,c1ccc(Nc2ccncn2)cc1,0.4727272727272727
c1cc(-c2cnc[nH]2)nc(NC2CCCCC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.47297297297297297
c1ncc(-c2ccnc(NC3CCCC3)n2)cn1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.47435897435897434
O=C1CCC(C2CCN(c3ccc(-c4ccnc(Nc5ccccc5)n4)cc3)CC2)N1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.47435897435897434
c1cc(-c2ccnc(NC3CC3)n2)ccn1,c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,0.4745762711864407
