generated_scaffold,nearest_reference_scaffold,max_tanimoto_similarity
O=C1C=CC(N2CCCC(Nc3nccc(-c4cn[nH]c4)n3)C2)=C1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3113207547169811
c1cc(-c2ccnc(NC3CCN(C4CC4)CC3)n2)ncn1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.3176470588235294
O=c1nc(-c2ccnc(Nc3ccccc3)c2)[nH]c(=O)[nH]1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.3188405797101449
c1cc(NC2CCCNC2)nc(Nc2ccc(CN3CCC3)cc2)n1,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,0.32
O=c1[nH]cc(-c2ccnc(Nc3ccccc3)c2)c2cccnc12,c1ccc(-c2n[nH]cc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,0.32038834951456313
c1cc(-c2ccnc(NC3CCOCC3)n2)ncn1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.32222222222222224
C1=CCC(Nc2nccc(-c3cn[nH]c3)n2)CC1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3225806451612903
C=C1CC(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)=NC1=O,c1ccc(-c2nn3ccccc3c2-c2ccnc(NC3CC3)n2)cc1,0.3229166666666667
O=C1CC(Nc2cc(-c3ccnc(NC4CC4)n3)ccn2)N1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3229166666666667
O=c1cc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)cc[nH]1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.32323232323232326
O=C1Cc2c(c[nH]c2-c2ccnc(NC3CCS(=O)CC3)n2)N1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.3235294117647059
C1=CC(N2CCCC(Nc3nccc(-c4cn[nH]c4)n3)C2)C1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3235294117647059
O=c1nc(-c2ccnc(NC3CCC(NC4CCOC4)CC3)n2)cc[nH]1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.32673267326732675
C1=CCC(Nc2nccc(-c3cn[nH]c3)n2)C1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.32954545454545453
c1cc(-c2cn[nH]c2)nc(NC2COC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.32954545454545453
c1cc(-c2ccc(NC3CCOC3)cc2)nc(NC2CCOC2)n1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1,0.32967032967032966
O=C(C1CC1)N1Cc2cnc(-c3ccnc(NC4CC4)n3)nc2C1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.32967032967032966
